Time (ms)	Sweep 1	Sweep 2	Sweep 3	Sweep 4	Sweep 5	Sweep 6	Sweep 7	Sweep 8	Sweep 9	Sweep 10	Sweep 11
0	0.5001474	0.140429	0.03215515	0.006090951	0.0009760904	0.0001358016	1.682565E-05	1.898831E-06	1.988708E-07	1.961894E-08	1.844143E-09
0.001	0.5026236	0.1414562	0.03250705	0.006191941	0.001000925	0.0001411722	1.787395E-05	2.087943E-06	2.310759E-07	2.489804E-08	2.693668E-09
0.002	0.5051081	0.1424888	0.03286178	0.006294201	0.001026245	0.0001467079	1.897312E-05	2.291693E-06	2.672994E-07	3.125226E-08	3.829879E-09
0.003	0.5076007	0.1435267	0.03321938	0.006397739	0.001052058	0.0001524121	2.012495E-05	2.5109E-06	3.079015E-07	3.883695E-08	5.319887E-09
0.004	0.5101016	0.1445701	0.03357985	0.006502567	0.001078372	0.0001582884	2.133125E-05	2.74641E-06	3.532629E-07	4.782123E-08	7.239702E-09
0.005	0.5126107	0.1456187	0.03394321	0.006608696	0.001105191	0.0001643407	2.259387E-05	2.999099E-06	4.037852E-07	5.838874E-08	9.675922E-09
0.006	0.5151281	0.1466728	0.03430947	0.006716136	0.001132523	0.0001705725	2.39147E-05	3.269872E-06	4.598906E-07	7.073837E-08	1.272552E-08
0.007	0.5176538	0.1477323	0.03467864	0.006824898	0.001160376	0.0001769878	2.529568E-05	3.559662E-06	5.220237E-07	8.508422E-08	1.649701E-08
0.008	0.5201878	0.1487973	0.03505074	0.006934993	0.001188755	0.0001835903	2.673877E-05	3.869437E-06	5.90651E-07	1.016569E-07	2.111078E-08
0.009	0.52273	0.1498676	0.03542579	0.007046431	0.001217667	0.0001903839	2.824599E-05	4.200188E-06	6.662615E-07	1.207038E-07	2.669937E-08
0.01	0.5252805	0.1509435	0.0358038	0.007159224	0.00124712	0.0001973726	2.981937E-05	4.552943E-06	7.493678E-07	1.424892E-07	3.340876E-08
0.011	0.5278394	0.1520248	0.03618478	0.007273383	0.001277121	0.0002045602	3.1461E-05	4.928759E-06	8.405056E-07	1.672951E-07	4.13981E-08
0.012	0.5304066	0.1531116	0.03656875	0.007388918	0.001307677	0.0002119509	3.317302E-05	5.328723E-06	9.402346E-07	1.95422E-07	5.084107E-08
0.013	0.5329821	0.1542039	0.03695573	0.00750584	0.001338794	0.0002195487	3.495758E-05	5.753955E-06	1.049139E-06	2.271888E-07	6.192586E-08
0.014	0.535566	0.1553017	0.03734571	0.007624161	0.001370479	0.0002273577	3.681689E-05	6.205608E-06	1.167828E-06	2.62934E-07	7.485571E-08
0.015	0.5381582	0.1564051	0.03773873	0.007743892	0.001402741	0.000235382	3.875321E-05	6.684867E-06	1.296936E-06	3.030156E-07	8.984996E-08
0.016	0.5407588	0.157514	0.0381348	0.007865043	0.001435586	0.0002436258	4.076882E-05	7.192948E-06	1.437124E-06	3.478117E-07	1.07144E-07
0.017	0.5433678	0.1586284	0.03853393	0.007987626	0.001469022	0.0002520935	4.286604E-05	7.731103E-06	1.589077E-06	3.977216E-07	1.269903E-07
0.018	0.5459852	0.1597485	0.03893612	0.008111652	0.001503056	0.0002607893	4.504725E-05	8.300616E-06	1.753509E-06	4.531653E-07	1.496584E-07
0.019	0.5486109	0.1608741	0.03934142	0.008237133	0.001537694	0.0002697175	4.731485E-05	8.902804E-06	1.931159E-06	5.145845E-07	1.754361E-07
0.02	0.5512452	0.1620054	0.03974981	0.008364079	0.001572946	0.0002788826	4.967131E-05	9.539021E-06	2.122794E-06	5.824434E-07	2.046291E-07
0.021	0.5538877	0.1631423	0.04016132	0.008492501	0.001608817	0.0002882889	5.211911E-05	1.021065E-05	2.32921E-06	6.572284E-07	2.375623E-07
0.022	0.5565388	0.1642848	0.04057597	0.008622412	0.001645316	0.000297941	5.466079E-05	1.091912E-05	2.55123E-06	7.394491E-07	2.745801E-07
0.023	0.5591983	0.165433	0.04099376	0.008753822	0.00168245	0.0003078434	5.729893E-05	1.166588E-05	2.789706E-06	8.296388E-07	3.160465E-07
0.024	0.5618662	0.1665868	0.04141472	0.008886743	0.001720227	0.0003180007	6.003615E-05	1.245242E-05	3.045518E-06	9.283543E-07	3.623461E-07
0.025	0.5645427	0.1677464	0.04183885	0.009021187	0.001758655	0.0003284175	6.287511E-05	1.328027E-05	3.319577E-06	1.036177E-06	4.138839E-07
0.026	0.5672275	0.1689116	0.04226617	0.009157164	0.00179774	0.0003390985	6.581851E-05	1.4151E-05	3.612822E-06	1.153714E-06	4.71087E-07
0.027	0.5699209	0.1700825	0.0426967	0.009294687	0.001837492	0.0003500484	6.886911E-05	1.50662E-05	3.926222E-06	1.281595E-06	5.344036E-07
0.028	0.5726228	0.1712592	0.04313045	0.009433766	0.001877917	0.0003612719	7.20297E-05	1.602752E-05	4.26078E-06	1.420479E-06	6.043045E-07
0.029	0.5753332	0.1724416	0.04356743	0.009574414	0.001919023	0.000372774	7.530311E-05	1.703661E-05	4.617525E-06	1.571048E-06	6.812832E-07
0.03	0.5780521	0.1736298	0.04400767	0.009716642	0.001960819	0.0003845594	7.869222E-05	1.80952E-05	4.997519E-06	1.734013E-06	7.658564E-07
0.031	0.5807796	0.1748237	0.04445117	0.009860463	0.002003312	0.0003966331	8.219996E-05	1.920502E-05	5.401858E-06	1.910111E-06	8.585642E-07
0.032	0.5835155	0.1760235	0.04489795	0.01000589	0.002046511	0.000409	8.582928E-05	2.036787E-05	5.831666E-06	2.100104E-06	9.599713E-07
0.033	0.5862601	0.177229	0.04534803	0.01015292	0.002090423	0.0004216652	8.958318E-05	2.158557E-05	6.288101E-06	2.304786E-06	1.070666E-06
0.034	0.5890132	0.1784404	0.04580141	0.01030159	0.002135056	0.0004346337	9.346475E-05	2.285998E-05	6.772354E-06	2.524975E-06	1.191263E-06
0.035	0.5917748	0.1796576	0.04625812	0.01045189	0.002180419	0.0004479106	9.747704E-05	2.419299E-05	7.285648E-06	2.761522E-06	1.322401E-06
0.036	0.5945451	0.1808806	0.04671817	0.01060385	0.002226519	0.0004615011	0.0001016232	2.558655E-05	7.829241E-06	3.015302E-06	1.464746E-06
0.037	0.597324	0.1821095	0.04718157	0.01075746	0.002273365	0.0004754103	0.0001059065	2.704263E-05	8.40442E-06	3.287223E-06	1.618987E-06
0.038	0.6001114	0.1833443	0.04764833	0.01091276	0.002320966	0.0004896435	0.0001103301	2.856324E-05	9.012511E-06	3.578221E-06	1.785844E-06
0.039	0.6029075	0.184585	0.04811848	0.01106973	0.002369329	0.0005042061	0.0001148972	3.015046E-05	9.654873E-06	3.889262E-06	1.966062E-06
0.04	0.6057122	0.1858315	0.04859203	0.01122841	0.002418462	0.0005191034	0.0001196112	3.180635E-05	1.03329E-05	4.221344E-06	2.160412E-06
0.041	0.6085255	0.187084	0.04906899	0.0113888	0.002468375	0.0005343407	0.0001244755	3.353307E-05	1.104801E-05	4.575493E-06	2.369695E-06
0.042	0.6113475	0.1883425	0.04954939	0.0115509	0.002519076	0.0005499235	0.0001294935	3.533278E-05	1.180168E-05	4.952769E-06	2.59474E-06
0.043	0.6141781	0.1896069	0.05003322	0.01171475	0.002570572	0.0005658572	0.0001346686	3.720771E-05	1.259539E-05	5.354263E-06	2.836404E-06
0.044	0.6170174	0.1908772	0.05052051	0.01188033	0.002622873	0.0005821475	0.0001400043	3.91601E-05	1.34307E-05	5.781094E-06	3.095573E-06
0.045	0.6198654	0.1921536	0.05101127	0.01204768	0.002675987	0.0005987999	0.0001455042	4.119226E-05	1.430915E-05	6.234419E-06	3.373162E-06
0.046	0.6227221	0.1934359	0.05150552	0.0122168	0.002729923	0.0006158201	0.0001511718	4.330651E-05	1.523237E-05	6.715423E-06	3.670118E-06
0.047	0.6255875	0.1947242	0.05200327	0.0123877	0.00278469	0.0006332136	0.0001570109	4.550524E-05	1.620198E-05	7.225327E-06	3.987415E-06
0.048	0.6284615	0.1960186	0.05250454	0.0125604	0.002840295	0.0006509863	0.000163025	4.779087E-05	1.721968E-05	7.765383E-06	4.32606E-06
0.049	0.6313443	0.197319	0.05300934	0.0127349	0.002896749	0.000669144	0.000169218	5.016585E-05	1.828718E-05	8.336877E-06	4.68709E-06
0.05	0.6342358	0.1986254	0.05351768	0.01291122	0.002954059	0.0006876924	0.0001755935	5.26327E-05	1.940623E-05	8.94113E-06	5.071573E-06
0.051	0.6371361	0.199938	0.05402959	0.01308938	0.003012235	0.0007066375	0.0001821555	5.519396E-05	2.057862E-05	9.579495E-06	5.480608E-06
0.052	0.6400451	0.2012566	0.05454508	0.01326938	0.003071285	0.0007259851	0.0001889077	5.78522E-05	2.180618E-05	1.025336E-05	5.915328E-06
0.053	0.6429628	0.2025813	0.05506416	0.01345123	0.003131218	0.0007457412	0.0001958541	6.061007E-05	2.309079E-05	1.096415E-05	6.376896E-06
0.054	0.6458893	0.2039121	0.05558684	0.01363496	0.003192044	0.0007659119	0.0002029986	6.347023E-05	2.443434E-05	1.171333E-05	6.866509E-06
0.055	0.6488247	0.2052491	0.05611315	0.01382056	0.003253771	0.0007865032	0.0002103453	6.64354E-05	2.583878E-05	1.250238E-05	7.385397E-06
0.056	0.6517687	0.2065922	0.05664309	0.01400806	0.003316409	0.0008075212	0.0002178983	6.950833E-05	2.730609E-05	1.333284E-05	7.934823E-06
0.057	0.6547217	0.2079414	0.05717668	0.01419747	0.003379966	0.0008289722	0.0002256615	7.269183E-05	2.883831E-05	1.420627E-05	8.516082E-06
0.058	0.6576834	0.2092968	0.05771394	0.0143888	0.003444452	0.0008508622	0.0002336392	7.598873E-05	3.043748E-05	1.512427E-05	9.130506E-06
0.059	0.6606539	0.2106584	0.05825489	0.01458205	0.003509875	0.0008731976	0.0002418355	7.940194E-05	3.210571E-05	1.608849E-05	9.779457E-06
0.06	0.6636332	0.2120262	0.05879953	0.01477726	0.003576246	0.0008959846	0.0002502547	8.293436E-05	3.384514E-05	1.710059E-05	1.046434E-05
0.061	0.6666214	0.2134002	0.05934788	0.01497441	0.003643573	0.0009192298	0.0002589011	8.658899E-05	3.565796E-05	1.816229E-05	1.118658E-05
0.062	0.6696184	0.2147805	0.05989996	0.01517354	0.003711865	0.0009429393	0.000267779	9.036883E-05	3.754639E-05	1.927535E-05	1.194765E-05
0.063	0.6726243	0.216167	0.06045578	0.01537465	0.003781133	0.0009671196	0.0002768928	9.427695E-05	3.951268E-05	2.044153E-05	1.274906E-05
0.064	0.675639	0.2175597	0.06101536	0.01557776	0.003851385	0.0009917774	0.0002862469	9.831646E-05	4.155914E-05	2.166268E-05	1.359235E-05
0.065	0.6786627	0.2189587	0.06157871	0.01578287	0.003922631	0.001016919	0.0002958458	0.0001024905	4.368812E-05	2.294066E-05	1.447909E-05
0.066	0.6816952	0.220364	0.06214585	0.01599001	0.00399488	0.001042551	0.0003056941	0.0001068023	4.5902E-05	2.427735E-05	1.541089E-05
0.067	0.6847366	0.2217756	0.06271679	0.01619917	0.004068142	0.001068681	0.0003157962	0.000111255	4.820321E-05	2.567472E-05	1.638941E-05
0.068	0.6877869	0.2231936	0.06329155	0.01641039	0.004142427	0.001095314	0.0003261568	0.000115852	5.059422E-05	2.713473E-05	1.741633E-05
0.069	0.6908461	0.2246178	0.06387014	0.01662366	0.004217743	0.001122458	0.0003367806	0.0001205966	5.307753E-05	2.86594E-05	1.849337E-05
0.07	0.6939142	0.2260484	0.06445257	0.016839	0.004294102	0.001150119	0.0003476723	0.0001254921	5.565571E-05	3.02508E-05	1.96223E-05
0.071	0.6969913	0.2274853	0.06503887	0.01705643	0.004371512	0.001178304	0.0003588367	0.000130542	5.833133E-05	3.191101E-05	2.080492E-05
0.072	0.7000774	0.2289287	0.06562906	0.01727596	0.004449983	0.001207021	0.0003702785	0.0001357498	6.110704E-05	3.364218E-05	2.204305E-05
0.073	0.7031723	0.2303784	0.06622313	0.0174976	0.004529526	0.001236275	0.0003820026	0.0001411189	6.398553E-05	3.544647E-05	2.333858E-05
0.074	0.7062763	0.2318345	0.06682111	0.01772136	0.004610149	0.001266075	0.0003940139	0.0001466529	6.696951E-05	3.732612E-05	2.469342E-05
0.075	0.7093892	0.233297	0.06742302	0.01794726	0.004691863	0.001296426	0.0004063174	0.0001523554	7.006174E-05	3.928338E-05	2.610952E-05
0.076	0.7125111	0.234766	0.06802886	0.0181753	0.004774677	0.001327337	0.0004189181	0.0001582301	7.326503E-05	4.132054E-05	2.758887E-05
0.077	0.7156419	0.2362414	0.06863866	0.01840552	0.004858602	0.001358814	0.0004318209	0.0001642806	7.658223E-05	4.343994E-05	2.913349E-05
0.078	0.7187818	0.2377232	0.06925242	0.0186379	0.004943647	0.001390864	0.0004450311	0.0001705107	8.001625E-05	4.564398E-05	3.074548E-05
0.079	0.7219307	0.2392116	0.06987017	0.01887248	0.005029824	0.001423495	0.0004585538	0.0001769241	8.357002E-05	4.793506E-05	3.242692E-05
0.08	0.7250886	0.2407064	0.07049192	0.01910926	0.005117141	0.001456713	0.0004723941	0.0001835248	8.724651E-05	5.031565E-05	3.417996E-05
0.081	0.7282555	0.2422077	0.07111769	0.01934825	0.005205608	0.001490527	0.0004865573	0.0001903165	9.104876E-05	5.278826E-05	3.600681E-05
0.082	0.7314315	0.2437156	0.07174748	0.01958947	0.005295237	0.001524944	0.0005010486	0.0001973032	9.497983E-05	5.535543E-05	3.790969E-05
0.083	0.7346165	0.2452299	0.07238133	0.01983294	0.005386037	0.00155997	0.0005158735	0.0002044889	9.904283E-05	5.801976E-05	3.989086E-05
0.084	0.7378106	0.2467508	0.07301922	0.02007866	0.005478018	0.001595613	0.0005310372	0.0002118776	0.0001032409	6.078387E-05	4.195264E-05
0.085	0.7410136	0.2482783	0.0736612	0.02032665	0.005571191	0.001631882	0.0005465453	0.0002194733	0.0001075773	6.365044E-05	4.409739E-05
0.086	0.7442259	0.2498123	0.07430726	0.02057692	0.005665566	0.001668782	0.0005624032	0.0002272802	0.0001120553	6.662219E-05	4.632748E-05
0.087	0.7474471	0.251353	0.07495744	0.02082949	0.005761154	0.001706323	0.0005786164	0.0002353024	0.0001166781	6.970188E-05	4.864537E-05
0.088	0.7506775	0.2529002	0.07561173	0.02108436	0.005857964	0.001744512	0.0005951905	0.0002435441	0.000121449	7.28923E-05	5.105352E-05
0.089	0.753917	0.254454	0.07627016	0.02134156	0.005956007	0.001783355	0.0006121311	0.0002520095	0.0001263715	7.619632E-05	5.355446E-05
0.09	0.7571656	0.2560145	0.07693274	0.02160109	0.006055295	0.001822862	0.000629444	0.0002607031	0.000131449	7.96168E-05	5.615073E-05
0.091	0.7604232	0.2575816	0.07759949	0.02186298	0.006155836	0.00186304	0.0006471347	0.000269629	0.000136685	8.315669E-05	5.884495E-05
0.092	0.7636901	0.2591554	0.07827042	0.02212722	0.006257642	0.001903896	0.0006652091	0.0002787917	0.0001420829	8.681897E-05	6.163977E-05
0.093	0.766966	0.2607358	0.07894555	0.02239384	0.006360724	0.001945438	0.0006836731	0.0002881957	0.0001476464	9.060666E-05	6.453785E-05
0.094	0.7702511	0.262323	0.07962489	0.02266285	0.006465091	0.001987675	0.0007025324	0.0002978454	0.000153379	9.452281E-05	6.754195E-05
0.095	0.7735453	0.2639168	0.08030846	0.02293427	0.006570756	0.002030615	0.000721793	0.0003077453	0.0001592844	9.857054E-05	7.065482E-05
0.096	0.7768487	0.2655173	0.08099627	0.0232081	0.006677728	0.002074265	0.0007414609	0.0003179001	0.0001653663	0.000102753	7.38793E-05
0.097	0.7801613	0.2671246	0.08168834	0.02348436	0.006786018	0.002118633	0.000761542	0.0003283143	0.0001716285	0.0001070734	7.721822E-05
0.098	0.783483	0.2687386	0.08238468	0.02376306	0.006895637	0.002163728	0.0007820424	0.0003389927	0.0001780747	0.000111535	8.06745E-05
0.099	0.786814	0.2703593	0.08308531	0.02404422	0.007006595	0.002209557	0.0008029682	0.0003499399	0.0001847087	0.000116141	8.425109E-05
0.1	0.7901542	0.2719868	0.08379025	0.02432786	0.007118905	0.002256129	0.0008243255	0.0003611607	0.0001915346	0.0001208948	8.795097E-05
0.101	0.7935035	0.2736211	0.08449951	0.02461398	0.007232576	0.002303453	0.0008461207	0.00037266	0.0001985561	0.0001257998	9.177718E-05
0.102	0.796862	0.2752622	0.0852131	0.02490259	0.00734762	0.002351536	0.0008683599	0.0003844427	0.0002057773	0.0001308593	9.573279E-05
0.103	0.8002298	0.2769101	0.08593104	0.02519372	0.007464047	0.002400386	0.0008910493	0.0003965135	0.0002132022	0.000136077	9.982093E-05
0.104	0.8036068	0.2785649	0.08665335	0.02548738	0.007581869	0.002450013	0.0009141954	0.0004088776	0.0002208349	0.0001414562	0.0001040448
0.105	0.8069931	0.2802264	0.08738004	0.02578357	0.007701096	0.002500424	0.0009378046	0.0004215398	0.0002286794	0.0001470005	0.0001084075
0.106	0.8103886	0.2818949	0.08811112	0.02608232	0.00782174	0.002551628	0.0009618833	0.0004345053	0.00023674	0.0001527135	0.0001129124
0.107	0.8137933	0.2835701	0.08884662	0.02638364	0.007943812	0.002603633	0.0009864379	0.0004477792	0.0002450209	0.0001585989	0.0001175628
0.108	0.8172073	0.2852523	0.08958654	0.02668754	0.008067323	0.002656449	0.001011475	0.0004613665	0.0002535262	0.0001646604	0.0001223619
0.109	0.8206306	0.2869413	0.0903309	0.02699403	0.008192284	0.002710083	0.001037001	0.0004752726	0.0002622604	0.0001709018	0.0001273133
0.11	0.8240632	0.2886373	0.09107972	0.02730314	0.008318706	0.002764545	0.001063023	0.0004895027	0.0002712278	0.0001773267	0.0001324203
0.111	0.8275051	0.2903402	0.09183302	0.02761486	0.008446602	0.002819842	0.001089548	0.000504062	0.0002804328	0.000183939	0.0001376864
0.112	0.8309562	0.29205	0.09259079	0.02792923	0.008575981	0.002875984	0.001116581	0.0005189559	0.0002898797	0.0001907427	0.0001431151
0.113	0.8344167	0.2937667	0.09335308	0.02824624	0.008706857	0.00293298	0.001144131	0.0005341899	0.0002995732	0.0001977416	0.0001487101
0.114	0.8378865	0.2954904	0.09411988	0.02856592	0.008839238	0.002990837	0.001172203	0.0005497693	0.0003095178	0.0002049397	0.0001544749
0.115	0.8413656	0.2972212	0.09489122	0.02888828	0.008973138	0.003049567	0.001200805	0.0005656995	0.000319718	0.0002123411	0.0001604131
0.116	0.844854	0.2989588	0.0956671	0.02921334	0.009108569	0.003109176	0.001229943	0.0005819863	0.0003301784	0.0002199497	0.0001665286
0.117	0.8483518	0.3007035	0.09644755	0.0295411	0.00924554	0.003169674	0.001259625	0.0005986352	0.0003409039	0.0002277698	0.000172825
0.118	0.8518589	0.3024552	0.09723258	0.02987158	0.009384064	0.00323107	0.001289857	0.0006156517	0.000351899	0.0002358054	0.0001793062
0.119	0.8553753	0.3042139	0.0980222	0.03020479	0.009524152	0.003293373	0.001320647	0.0006330415	0.0003631687	0.0002440608	0.000185976
0.12	0.8589012	0.3059797	0.09881643	0.03054076	0.009665816	0.003356592	0.001352001	0.0006508105	0.0003747176	0.0002525403	0.0001928383
0.121	0.8624364	0.3077525	0.09961529	0.03087949	0.009809067	0.003420737	0.001383928	0.0006689644	0.0003865507	0.000261248	0.0001998971
0.122	0.865981	0.3095324	0.1004188	0.03122099	0.009953919	0.003485816	0.001416433	0.000687509	0.0003986729	0.0002701885	0.0002071562
0.123	0.869535	0.3113194	0.1012269	0.03156529	0.01010038	0.003551839	0.001449525	0.0007064501	0.0004110892	0.000279366	0.0002146198
0.124	0.8730983	0.3131134	0.1020398	0.0319124	0.01024847	0.003618815	0.00148321	0.0007257938	0.0004238045	0.000288785	0.000222292
0.125	0.8766711	0.3149146	0.1028573	0.03226233	0.01039818	0.003686753	0.001517496	0.0007455459	0.000436824	0.00029845	0.0002301768
0.126	0.8802533	0.3167229	0.1036795	0.03261509	0.01054955	0.003755662	0.001552391	0.0007657125	0.0004501528	0.0003083656	0.0002382784
0.127	0.8838449	0.3185383	0.1045064	0.0329707	0.01070257	0.003825553	0.001587901	0.0007862996	0.000463796	0.0003185362	0.0002466011
0.128	0.8874459	0.3203609	0.1053381	0.03332917	0.01085727	0.003896434	0.001624034	0.0008073135	0.0004777589	0.0003289666	0.0002551491
0.129	0.8910564	0.3221906	0.1061745	0.03369052	0.01101364	0.003968315	0.001660799	0.0008287602	0.0004920466	0.0003396615	0.0002639268
0.13	0.8946763	0.3240275	0.1070157	0.03405476	0.01117171	0.004041205	0.001698201	0.0008506458	0.0005066646	0.0003506255	0.0002729385
0.131	0.8983057	0.3258716	0.1078616	0.03442191	0.01133149	0.004115114	0.00173625	0.0008729768	0.0005216181	0.0003618634	0.0002821885
0.132	0.9019445	0.3277229	0.1087124	0.03479197	0.01149298	0.004190052	0.001774952	0.0008957594	0.0005369125	0.0003733801	0.0002916814
0.133	0.9055927	0.3295815	0.1095679	0.03516497	0.01165621	0.004266028	0.001814316	0.000919	0.0005525535	0.0003851804	0.0003014217
0.134	0.9092505	0.3314472	0.1104283	0.03554093	0.01182117	0.004343052	0.001854348	0.000942705	0.0005685462	0.0003972692	0.000311414
0.135	0.9129177	0.3333202	0.1112935	0.03591984	0.01198789	0.004421134	0.001895058	0.0009668807	0.0005848964	0.0004096515	0.0003216627
0.136	0.9165944	0.3352005	0.1121636	0.03630174	0.01215638	0.004500283	0.001936453	0.0009915337	0.0006016097	0.0004223324	0.0003321726
0.137	0.9202807	0.337088	0.1130386	0.03668662	0.01232664	0.004580509	0.00197854	0.001016671	0.0006186917	0.0004353168	0.0003429483
0.138	0.9239764	0.3389828	0.1139184	0.03707451	0.0124987	0.004661822	0.002021328	0.001042298	0.000636148	0.0004486099	0.0003539946
0.139	0.9276816	0.3408849	0.1148031	0.03746542	0.01267255	0.004744233	0.002064824	0.001068423	0.0006539844	0.0004622168	0.0003653163
0.14	0.9313964	0.3427942	0.1156928	0.03785937	0.01284823	0.00482775	0.002109037	0.001095051	0.0006722068	0.0004761428	0.0003769183
0.141	0.9351206	0.344711	0.1165874	0.03825637	0.01302573	0.004912384	0.002153975	0.00112219	0.0006908209	0.000490393	0.0003888053
0.142	0.9388545	0.346635	0.1174869	0.03865644	0.01320507	0.004998146	0.002199646	0.001149846	0.0007098326	0.0005049729	0.0004009823
0.143	0.9425979	0.3485664	0.1183914	0.03905958	0.01338626	0.005085044	0.002246058	0.001178026	0.0007292479	0.0005198877	0.0004134544
0.144	0.9463508	0.3505052	0.1193008	0.03946581	0.01356932	0.005173089	0.002293219	0.001206737	0.0007490726	0.0005351428	0.0004262265
0.145	0.9501132	0.3524513	0.1202153	0.03987516	0.01375426	0.005262292	0.002341138	0.001235986	0.000769313	0.0005507437	0.0004393037
0.146	0.9538853	0.3544048	0.1211347	0.04028763	0.01394108	0.005352661	0.002389823	0.001265781	0.0007899749	0.0005666959	0.0004526912
0.147	0.9576668	0.3563657	0.1220592	0.04070323	0.01412981	0.005444209	0.002439282	0.001296127	0.0008110647	0.0005830049	0.000466394
0.148	0.961458	0.3583341	0.1229887	0.04112199	0.01432045	0.005536945	0.002489524	0.001327032	0.0008325883	0.0005996763	0.0004804175
0.149	0.9652588	0.3603098	0.1239233	0.04154391	0.01451302	0.005630878	0.002540557	0.001358503	0.0008545521	0.0006167157	0.0004947669
0.15	0.9690691	0.362293	0.124863	0.04196902	0.01470752	0.005726021	0.002592389	0.001390548	0.0008769623	0.0006341289	0.0005094474
0.151	0.9728891	0.3642837	0.1258077	0.04239732	0.01490398	0.005822382	0.00264503	0.001423173	0.0008998252	0.0006519215	0.0005244645
0.152	0.9767186	0.3662817	0.1267575	0.04282883	0.01510241	0.005919973	0.002698488	0.001456385	0.0009231473	0.0006700993	0.0005398237
0.153	0.9805578	0.3682873	0.1277125	0.04326357	0.01530281	0.006018803	0.002752771	0.001490193	0.0009469347	0.0006886682	0.0005555302
0.154	0.9844066	0.3703004	0.1286725	0.04370154	0.01550521	0.006118885	0.002807888	0.001524604	0.0009711942	0.0007076341	0.0005715897
0.155	0.988265	0.372321	0.1296377	0.04414278	0.01570961	0.006220227	0.002863847	0.001559624	0.0009959321	0.0007270028	0.0005880077
0.156	0.9921331	0.374349	0.1306081	0.04458728	0.01591602	0.00632284	0.002920659	0.001595261	0.001021155	0.0007467804	0.0006047898
0.157	0.9960108	0.3763846	0.1315837	0.04503506	0.01612446	0.006426736	0.002978331	0.001631524	0.00104687	0.0007669728	0.0006219416
0.158	0.9998981	0.3784278	0.1325644	0.04548614	0.01633494	0.006531924	0.003036872	0.001668418	0.001073083	0.0007875861	0.0006394689
0.159	1.003795	0.3804785	0.1335503	0.04594054	0.01654748	0.006638416	0.003096291	0.001705953	0.0010998	0.0008086265	0.0006573774
0.16	1.007702	0.3825367	0.1345415	0.04639827	0.01676209	0.006746222	0.003156597	0.001744135	0.00112703	0.0008301002	0.0006756729
0.161	1.011618	0.3846026	0.1355379	0.04685934	0.01697877	0.006855354	0.0032178	0.001782972	0.001154778	0.0008520132	0.0006943612
0.162	1.015544	0.386676	0.1365395	0.04732376	0.01719755	0.006965821	0.003279907	0.001822472	0.001183051	0.0008743719	0.0007134483
0.163	1.01948	0.3887571	0.1375464	0.04779157	0.01741843	0.007077634	0.003342929	0.001862643	0.001211857	0.0008971827	0.00073294
0.164	1.023425	0.3908457	0.1385586	0.04826275	0.01764144	0.007190806	0.003406874	0.001903493	0.001241202	0.0009204518	0.0007528423
0.165	1.02738	0.392942	0.1395761	0.04873734	0.01786657	0.007305346	0.003471751	0.001945028	0.001271093	0.0009441856	0.0007731614
0.166	1.031345	0.3950459	0.1405989	0.04921535	0.01809385	0.007421265	0.003537571	0.001987259	0.001301537	0.0009683907	0.0007939033
0.167	1.03532	0.3971575	0.1416271	0.04969679	0.01832329	0.007538575	0.003604341	0.002030191	0.001332541	0.0009930735	0.000815074
0.168	1.039304	0.3992767	0.1426605	0.05018168	0.0185549	0.007657287	0.003672071	0.002073834	0.001364113	0.00101824	0.0008366798
0.169	1.043298	0.4014036	0.1436993	0.05067002	0.0187887	0.007777411	0.003740771	0.002118195	0.00139626	0.001043898	0.000858727
0.17	1.047301	0.4035383	0.1447435	0.05116185	0.01902469	0.007898958	0.00381045	0.002163283	0.001428988	0.001070054	0.0008812217
0.171	1.051315	0.4056805	0.1457931	0.05165717	0.01926289	0.008021941	0.003881118	0.002209105	0.001462305	0.001096713	0.0009041704
0.172	1.055338	0.4078306	0.1468481	0.05215599	0.01950332	0.008146371	0.003952783	0.00225567	0.001496219	0.001123884	0.0009275794
0.173	1.059371	0.4099883	0.1479085	0.05265833	0.01974599	0.008272257	0.004025455	0.002302986	0.001530736	0.001151572	0.000951455
0.174	1.063414	0.4121538	0.1489743	0.05316422	0.0199909	0.008399612	0.004099145	0.002351061	0.001565865	0.001179785	0.0009758039
0.175	1.067466	0.4143271	0.1500456	0.05367365	0.02023808	0.008528447	0.004173861	0.002399904	0.001601612	0.00120853	0.001000632
0.176	1.071528	0.4165081	0.1511224	0.05418665	0.02048754	0.008658773	0.004249613	0.002449523	0.001637985	0.001237812	0.001025947
0.177	1.0756	0.4186969	0.1522046	0.05470323	0.02073929	0.008790602	0.004326411	0.002499927	0.001674992	0.00126764	0.001051755
0.178	1.079682	0.4208934	0.1532923	0.05522341	0.02099334	0.008923945	0.004404265	0.002551123	0.00171264	0.001298021	0.001078062
0.179	1.083773	0.4230978	0.1543855	0.0557472	0.02124971	0.009058814	0.004483183	0.002603121	0.001750937	0.001328961	0.001104875
0.18	1.087875	0.42531	0.1554843	0.05627461	0.02150841	0.00919522	0.004563177	0.002655928	0.001789891	0.001360467	0.001132202
0.181	1.091986	0.42753	0.1565885	0.05680567	0.02176945	0.009333174	0.004644256	0.002709554	0.001829509	0.001392547	0.001160048
0.182	1.096107	0.4297579	0.1576984	0.05734038	0.02203286	0.009472688	0.00472643	0.002764008	0.001869799	0.001425209	0.001188421
