Time (ms)	Sweep 1	Sweep 2	Sweep 3	Sweep 4	Sweep 5	Sweep 6	Sweep 7	Sweep 8	Sweep 9	Sweep 10	Sweep 11
9.318	61.33809	61.22256	61.12217	61.04036	60.97745	60.93141	60.89907	60.87709	60.86253	60.85308	60.84704
9.319	61.33861	61.22314	61.12281	61.04104	60.97816	60.93215	60.89983	60.87786	60.8633	60.85386	60.84782
9.32	61.33912	61.22371	61.12344	61.04172	60.97887	60.93288	60.90058	60.87862	60.86408	60.85464	60.84861
9.321	61.33963	61.22429	61.12407	61.0424	60.97959	60.93362	60.90134	60.87939	60.86486	60.85542	60.8494
9.322	61.34015	61.22486	61.1247	61.04308	60.9803	60.93436	60.9021	60.88016	60.86563	60.8562	60.85018
9.323	61.34066	61.22544	61.12534	61.04375	60.98101	60.9351	60.90285	60.88093	60.86641	60.85698	60.85096
9.324	61.34117	61.22602	61.12597	61.04443	60.98172	60.93584	60.90361	60.88169	60.86718	60.85777	60.85175
9.325	61.34168	61.22659	61.1266	61.04511	60.98243	60.93657	60.90436	60.88246	60.86796	60.85854	60.85253
9.326	61.34219	61.22717	61.12723	61.04578	60.98315	60.93731	60.90511	60.88323	60.86873	60.85933	60.85331
9.327	61.3427	61.22775	61.12786	61.04646	60.98386	60.93805	60.90587	60.884	60.86951	60.8601	60.8541
9.328	61.34322	61.22832	61.12849	61.04713	60.98457	60.93878	60.90662	60.88476	60.87028	60.86088	60.85488
9.329	61.34373	61.22889	61.12912	61.04781	60.98528	60.93951	60.90738	60.88552	60.87106	60.86166	60.85566
9.33	61.34423	61.22947	61.12975	61.04848	60.98598	60.94025	60.90813	60.88629	60.87183	60.86244	60.85644
9.331	61.34475	61.23004	61.13038	61.04916	60.98669	60.94099	60.90888	60.88705	60.8726	60.86322	60.85722
9.332	61.34526	61.23062	61.13101	61.04983	60.9874	60.94172	60.90963	60.88782	60.87337	60.86399	60.858
9.333	61.34576	61.23119	61.13164	61.05051	60.98811	60.94245	60.91038	60.88858	60.87414	60.86477	60.85878
9.334	61.34628	61.23176	61.13227	61.05118	60.98882	60.94318	60.91113	60.88934	60.87491	60.86554	60.85956
9.335	61.34678	61.23233	61.13289	61.05185	60.98952	60.94392	60.91188	60.89011	60.87568	60.86632	60.86034
9.336	61.34729	61.23291	61.13352	61.05252	60.99023	60.94465	60.91263	60.89087	60.87645	60.8671	60.86112
9.337	61.3478	61.23348	61.13415	61.0532	60.99094	60.94538	60.91338	60.89163	60.87722	60.86787	60.8619
9.338	61.34831	61.23405	61.13477	61.05387	60.99165	60.94611	60.91413	60.89239	60.87799	60.86864	60.86267
9.339	61.34882	61.23462	61.1354	61.05454	60.99235	60.94685	60.91488	60.89315	60.87876	60.86942	60.86345
9.34	61.34932	61.2352	61.13603	61.05521	60.99306	60.94757	60.91563	60.89391	60.87953	60.87019	60.86423
9.341	61.34983	61.23576	61.13665	61.05588	60.99376	60.94831	60.91638	60.89467	60.8803	60.87096	60.86501
9.342	61.35034	61.23634	61.13728	61.05655	60.99447	60.94904	60.91712	60.89543	60.88107	60.87174	60.86578
9.343	61.35085	61.2369	61.13791	61.05722	60.99517	60.94976	60.91787	60.89619	60.88183	60.87251	60.86655
9.344	61.35135	61.23747	61.13853	61.05789	60.99588	60.95049	60.91862	60.89695	60.8826	60.87328	60.86733
9.345	61.35186	61.23804	61.13915	61.05856	60.99658	60.95122	60.91936	60.89771	60.88337	60.87405	60.86811
9.346	61.35236	61.23861	61.13978	61.05923	60.99728	60.95195	60.92011	60.89847	60.88413	60.87482	60.86888
9.347	61.35287	61.23918	61.1404	61.0599	60.99799	60.95268	60.92086	60.89922	60.8849	60.8756	60.86965
9.348	61.35337	61.23975	61.14102	61.06057	60.99869	60.95341	60.9216	60.89998	60.88566	60.87637	60.87043
9.349	61.35388	61.24032	61.14165	61.06123	60.99939	60.95413	60.92234	60.90074	60.88643	60.87714	60.8712
9.35	61.35439	61.24089	61.14227	61.0619	61.00009	60.95486	60.92309	60.90149	60.88719	60.8779	60.87197
9.351	61.35489	61.24146	61.14289	61.06257	61.00079	60.95559	60.92383	60.90225	60.88795	60.87867	60.87275
9.352	61.35539	61.24202	61.14351	61.06323	61.00149	60.95631	60.92458	60.903	60.88872	60.87944	60.87352
9.353	61.3559	61.24259	61.14413	61.0639	61.00219	60.95704	60.92532	60.90376	60.88948	60.88021	60.87429
9.354	61.3564	61.24315	61.14476	61.06457	61.00289	60.95776	60.92606	60.90451	60.89024	60.88098	60.87506
9.355	61.3569	61.24372	61.14538	61.06523	61.00359	60.95848	60.9268	60.90527	60.891	60.88174	60.87583
9.356	61.35741	61.24429	61.146	61.0659	61.00429	60.95921	60.92755	60.90602	60.89177	60.88251	60.8766
9.357	61.35791	61.24485	61.14662	61.06656	61.00499	60.95993	60.92829	60.90678	60.89252	60.88328	60.87737
9.358	61.35841	61.24542	61.14724	61.06723	61.00569	60.96066	60.92903	60.90753	60.89329	60.88404	60.87814
9.359	61.35891	61.24598	61.14786	61.06789	61.00639	60.96138	60.92977	60.90828	60.89405	60.88481	60.87891
9.36	61.35942	61.24655	61.14848	61.06855	61.00708	60.9621	60.93051	60.90903	60.89481	60.88557	60.87967
9.361	61.35992	61.24711	61.1491	61.06922	61.00778	60.96283	60.93125	60.90978	60.89557	60.88634	60.88044
9.362	61.36042	61.24768	61.14972	61.06988	61.00848	60.96355	60.93199	60.91053	60.89632	60.8871	60.88121
9.363	61.36092	61.24824	61.15033	61.07054	61.00917	60.96427	60.93273	60.91129	60.89708	60.88787	60.88198
9.364	61.36142	61.2488	61.15095	61.07121	61.00987	60.96499	60.93346	60.91204	60.89784	60.88863	60.88274
9.365	61.36192	61.24937	61.15157	61.07187	61.01057	60.96571	60.9342	60.91278	60.8986	60.88939	60.88351
9.366	61.36242	61.24993	61.15218	61.07253	61.01126	60.96643	60.93494	60.91354	60.89936	60.89016	60.88427
9.367	61.36292	61.25049	61.1528	61.07319	61.01196	60.96715	60.93568	60.91428	60.90012	60.89091	60.88504
9.368	61.36342	61.25105	61.15342	61.07385	61.01265	60.96787	60.93641	60.91504	60.90087	60.89168	60.8858
9.369	61.36392	61.25162	61.15403	61.07451	61.01335	60.96859	60.93715	60.91578	60.90163	60.89244	60.88657
9.37	61.36442	61.25218	61.15465	61.07517	61.01404	60.96931	60.93789	60.91653	60.90238	60.8932	60.88733
9.371	61.36492	61.25274	61.15527	61.07583	61.01473	60.97002	60.93862	60.91728	60.90314	60.89396	60.8881
9.372	61.36542	61.2533	61.15588	61.07649	61.01543	60.97075	60.93936	60.91802	60.90389	60.89472	60.88886
9.373	61.36591	61.25386	61.15649	61.07714	61.01612	60.97146	60.94009	60.91877	60.90465	60.89548	60.88962
9.374	61.36641	61.25442	61.15711	61.0778	61.01681	60.97218	60.94083	60.91952	60.9054	60.89624	60.89038
9.375	61.36691	61.25498	61.15772	61.07846	61.0175	60.97289	60.94156	60.92026	60.90615	60.897	60.89115
9.376	61.36741	61.25554	61.15834	61.07912	61.0182	60.97361	60.9423	60.92101	60.90691	60.89775	60.89191
9.377	61.3679	61.2561	61.15895	61.07978	61.01889	60.97433	60.94303	60.92175	60.90766	60.89851	60.89267
9.378	61.3684	61.25666	61.15956	61.08043	61.01958	60.97504	60.94376	60.9225	60.90841	60.89927	60.89343
9.379	61.3689	61.25722	61.16018	61.08109	61.02027	60.97576	60.94449	60.92324	60.90916	60.90003	60.89419
9.38	61.3694	61.25777	61.16079	61.08175	61.02096	60.97647	60.94522	60.92398	60.90992	60.90078	60.89495
9.381	61.36989	61.25834	61.1614	61.0824	61.02165	60.97718	60.94596	60.92473	60.91067	60.90154	60.89571
9.382	61.37039	61.25889	61.16201	61.08306	61.02234	60.9779	60.94669	60.92547	60.91142	60.9023	60.89647
9.383	61.37088	61.25945	61.16262	61.08371	61.02303	60.97861	60.94742	60.92621	60.91217	60.90305	60.89723
9.384	61.37138	61.26001	61.16323	61.08437	61.02371	60.97932	60.94815	60.92696	60.91292	60.9038	60.89798
9.385	61.37187	61.26056	61.16385	61.08502	61.0244	60.98004	60.94888	60.9277	60.91367	60.90456	60.89874
9.386	61.37237	61.26112	61.16446	61.08568	61.02509	60.98075	60.94961	60.92844	60.91442	60.90532	60.8995
9.387	61.37286	61.26168	61.16507	61.08633	61.02578	60.98146	60.95034	60.92918	60.91516	60.90607	60.90026
9.388	61.37336	61.26223	61.16568	61.08698	61.02646	60.98217	60.95107	60.92992	60.91591	60.90682	60.90101
9.389	61.37385	61.26279	61.16629	61.08764	61.02715	60.98289	60.95179	60.93066	60.91666	60.90757	60.90177
9.39	61.37434	61.26334	61.16689	61.08829	61.02784	60.9836	60.95252	60.9314	60.91741	60.90833	60.90252
9.391	61.37484	61.2639	61.1675	61.08894	61.02852	60.98431	60.95325	60.93214	60.91816	60.90908	60.90328
9.392	61.37533	61.26445	61.16811	61.0896	61.02921	60.98502	60.95398	60.93288	60.9189	60.90983	60.90403
9.393	61.37582	61.26501	61.16872	61.09024	61.02989	60.98573	60.9547	60.93362	60.91965	60.91058	60.90479
9.394	61.37632	61.26556	61.16933	61.0909	61.03057	60.98643	60.95543	60.93435	60.92039	60.91133	60.90554
9.395	61.37681	61.26612	61.16993	61.09155	61.03126	60.98714	60.95615	60.93509	60.92114	60.91208	60.9063
9.396	61.3773	61.26667	61.17054	61.0922	61.03194	60.98785	60.95688	60.93583	60.92188	60.91283	60.90705
9.397	61.37779	61.26722	61.17115	61.09285	61.03263	60.98856	60.95761	60.93657	60.92263	60.91358	60.9078
9.398	61.37828	61.26778	61.17175	61.0935	61.03331	60.98927	60.95833	60.9373	60.92337	60.91433	60.90855
9.399	61.37877	61.26833	61.17236	61.09415	61.03399	60.98997	60.95906	60.93804	60.92412	60.91508	60.90931
9.4	61.37926	61.26888	61.17297	61.0948	61.03468	60.99068	60.95978	60.93877	60.92486	60.91583	60.91006
9.401	61.37975	61.26943	61.17357	61.09544	61.03536	60.99139	60.9605	60.93951	60.9256	60.91658	60.91081
9.402	61.38025	61.26999	61.17418	61.09609	61.03604	60.99209	60.96122	60.94024	60.92635	60.91732	60.91156
9.403	61.38073	61.27053	61.17478	61.09674	61.03672	60.9928	60.96195	60.94098	60.92709	60.91807	60.91231
9.404	61.38123	61.27109	61.17538	61.09739	61.0374	60.9935	60.96267	60.94171	60.92783	60.91882	60.91306
9.405	61.38171	61.27164	61.17599	61.09803	61.03808	60.99421	60.96339	60.94244	60.92857	60.91956	60.91381
9.406	61.3822	61.27219	61.17659	61.09868	61.03876	60.99492	60.96412	60.94318	60.92931	60.92031	60.91456
9.407	61.38269	61.27274	61.1772	61.09933	61.03944	60.99562	60.96484	60.94391	60.93005	60.92105	60.91531
9.408	61.38318	61.27329	61.1778	61.09998	61.04012	60.99632	60.96556	60.94464	60.93079	60.9218	60.91605
9.409	61.38367	61.27384	61.1784	61.10062	61.0408	60.99702	60.96627	60.94537	60.93153	60.92254	60.9168
9.41	61.38416	61.27439	61.179	61.10126	61.04148	60.99773	60.967	60.94611	60.93227	60.92329	60.91755
9.411	61.38465	61.27494	61.1796	61.10191	61.04216	60.99843	60.96772	60.94684	60.93301	60.92403	60.9183
9.412	61.38513	61.27548	61.18021	61.10255	61.04284	60.99913	60.96843	60.94757	60.93375	60.92477	60.91904
9.413	61.38562	61.27603	61.18081	61.1032	61.04351	60.99983	60.96915	60.9483	60.93448	60.92552	60.91979
9.414	61.38611	61.27658	61.18141	61.10384	61.04419	61.00053	60.96987	60.94903	60.93522	60.92626	60.92053
9.415	61.38659	61.27713	61.18201	61.10449	61.04487	61.00124	60.97059	60.94976	60.93596	60.927	60.92128
9.416	61.38708	61.27768	61.18261	61.10513	61.04554	61.00194	60.97131	60.95049	60.9367	60.92774	60.92202
9.417	61.38757	61.27822	61.18321	61.10577	61.04622	61.00264	60.97202	60.95121	60.93743	60.92849	60.92277
9.418	61.38805	61.27877	61.18381	61.10642	61.04689	61.00334	60.97274	60.95194	60.93817	60.92923	60.92351
9.419	61.38854	61.27932	61.18441	61.10706	61.04757	61.00404	60.97346	60.95267	60.9389	60.92997	60.92426
9.42	61.38902	61.27986	61.18501	61.1077	61.04824	61.00473	60.97417	60.9534	60.93964	60.93071	60.925
9.421	61.38951	61.28041	61.1856	61.10834	61.04892	61.00543	60.97489	60.95412	60.94037	60.93145	60.92574
9.422	61.39	61.28095	61.1862	61.10898	61.04959	61.00613	60.97561	60.95485	60.94111	60.93219	60.92648
9.423	61.39048	61.2815	61.1868	61.10962	61.05027	61.00683	60.97632	60.95558	60.94184	60.93292	60.92723
9.424	61.39096	61.28204	61.1874	61.11026	61.05094	61.00753	60.97703	60.9563	60.94257	60.93366	60.92797
9.425	61.39145	61.28259	61.188	61.1109	61.05161	61.00822	60.97775	60.95703	60.94331	60.9344	60.92871
9.426	61.39193	61.28313	61.18859	61.11155	61.05228	61.00892	60.97846	60.95776	60.94404	60.93514	60.92945
9.427	61.39241	61.28368	61.18919	61.11218	61.05296	61.00962	60.97917	60.95848	60.94477	60.93587	60.93019
9.428	61.3929	61.28422	61.18979	61.11282	61.05363	61.01031	60.97989	60.9592	60.9455	60.93661	60.93093
9.429	61.39338	61.28476	61.19038	61.11346	61.0543	61.01101	60.9806	60.95993	60.94624	60.93735	60.93167
9.43	61.39386	61.28531	61.19098	61.1141	61.05497	61.0117	60.98131	60.96065	60.94697	60.93808	60.93241
9.431	61.39434	61.28585	61.19157	61.11474	61.05564	61.0124	60.98202	60.96137	60.9477	60.93882	60.93315
9.432	61.39483	61.28639	61.19217	61.11538	61.05631	61.01309	60.98273	60.9621	60.94843	60.93955	60.93388
9.433	61.39531	61.28693	61.19276	61.11601	61.05698	61.01379	60.98344	60.96282	60.94916	60.94029	60.93462
9.434	61.39579	61.28748	61.19336	61.11665	61.05765	61.01448	60.98415	60.96354	60.94989	60.94102	60.93536
9.435	61.39627	61.28802	61.19395	61.11729	61.05832	61.01517	60.98486	60.96426	60.95061	60.94176	60.9361
9.436	61.39676	61.28856	61.19455	61.11792	61.05899	61.01587	60.98557	60.96498	60.95134	60.94249	60.93683
9.437	61.39724	61.2891	61.19514	61.11856	61.05966	61.01656	60.98628	60.9657	60.95207	60.94322	60.93757
9.438	61.39772	61.28964	61.19573	61.11919	61.06033	61.01725	60.98699	60.96642	60.9528	60.94395	60.9383
9.439	61.3982	61.29018	61.19632	61.11983	61.061	61.01794	60.9877	60.96714	60.95353	60.94469	60.93904
9.44	61.39867	61.29072	61.19691	61.12046	61.06166	61.01863	60.98841	60.96786	60.95425	60.94542	60.93978
9.441	61.39915	61.29126	61.19751	61.1211	61.06233	61.01933	60.98912	60.96858	60.95498	60.94615	60.94051
9.442	61.39964	61.2918	61.1981	61.12173	61.063	61.02002	60.98982	60.9693	60.95571	60.94688	60.94125
9.443	61.40012	61.29234	61.19869	61.12236	61.06366	61.02071	60.99053	60.97002	60.95643	60.94761	60.94198
9.444	61.40059	61.29288	61.19928	61.123	61.06433	61.02139	60.99124	60.97074	60.95716	60.94835	60.94271
9.445	61.40107	61.29342	61.19987	61.12363	61.06499	61.02208	60.99194	60.97145	60.95788	60.94907	60.94344
9.446	61.40155	61.29396	61.20046	61.12426	61.06566	61.02277	60.99265	60.97217	60.95861	60.9498	60.94418
9.447	61.40203	61.29449	61.20105	61.1249	61.06633	61.02346	60.99335	60.97289	60.95933	60.95053	60.94491
9.448	61.40251	61.29503	61.20164	61.12553	61.06699	61.02415	60.99406	60.9736	60.96006	60.95126	60.94564
9.449	61.40298	61.29557	61.20223	61.12616	61.06765	61.02484	60.99476	60.97432	60.96078	60.95199	60.94637
9.45	61.40346	61.29611	61.20282	61.12679	61.06832	61.02552	60.99547	60.97504	60.9615	60.95272	60.94711
9.451	61.40394	61.29664	61.20341	61.12742	61.06898	61.02621	60.99617	60.97575	60.96222	60.95345	60.94783
9.452	61.40442	61.29718	61.204	61.12805	61.06964	61.0269	60.99687	60.97646	60.96294	60.95417	60.94856
9.453	61.40489	61.29771	61.20459	61.12868	61.0703	61.02758	60.99758	60.97718	60.96367	60.9549	60.9493
9.454	61.40537	61.29825	61.20517	61.12931	61.07097	61.02827	60.99828	60.97789	60.96439	60.95562	60.95002
9.455	61.40585	61.29879	61.20576	61.12994	61.07163	61.02896	60.99898	60.97861	60.96511	60.95635	60.95075
9.456	61.40632	61.29932	61.20635	61.13057	61.07229	61.02964	60.99968	60.97932	60.96583	60.95707	60.95148
9.457	61.4068	61.29986	61.20694	61.1312	61.07295	61.03033	61.00039	60.98003	60.96655	60.9578	60.95221
9.458	61.40727	61.30039	61.20752	61.13183	61.07361	61.03101	61.00109	60.98074	60.96727	60.95852	60.95294
9.459	61.40775	61.30093	61.20811	61.13246	61.07427	61.03169	61.00179	60.98146	60.96799	60.95925	60.95366
9.46	61.40822	61.30146	61.20869	61.13308	61.07493	61.03238	61.00249	60.98217	60.96871	60.95997	60.95439
9.461	61.4087	61.30199	61.20928	61.13371	61.07559	61.03306	61.00319	60.98288	60.96943	60.9607	60.95512
9.462	61.40917	61.30253	61.20986	61.13434	61.07625	61.03374	61.00389	60.98359	60.97015	60.96142	60.95584
9.463	61.40965	61.30306	61.21045	61.13496	61.07691	61.03443	61.00459	60.9843	60.97086	60.96214	60.95657
9.464	61.41012	61.3036	61.21103	61.13559	61.07757	61.03511	61.00528	60.98501	60.97158	60.96286	60.95729
9.465	61.41059	61.30413	61.21162	61.13622	61.07823	61.03579	61.00598	60.98572	60.9723	60.96358	60.95802
9.466	61.41106	61.30466	61.2122	61.13684	61.07888	61.03647	61.00668	60.98643	60.97301	60.96431	60.95874
9.467	61.41154	61.30519	61.21278	61.13747	61.07954	61.03715	61.00738	60.98714	60.97373	60.96503	60.95947
9.468	61.41201	61.30573	61.21337	61.1381	61.0802	61.03783	61.00808	60.98785	60.97445	60.96575	60.96019
9.469	61.41248	61.30626	61.21395	61.13872	61.08086	61.03851	61.00877	60.98855	60.97516	60.96647	60.96091
9.47	61.41295	61.30679	61.21453	61.13934	61.08151	61.03919	61.00947	60.98926	60.97588	60.96719	60.96164
9.471	61.41343	61.30732	61.21511	61.13997	61.08217	61.03987	61.01016	60.98997	60.97659	60.96791	60.96236
9.472	61.4139	61.30785	61.21569	61.14059	61.08282	61.04055	61.01086	60.99067	60.97731	60.96863	60.96308
9.473	61.41437	61.30838	61.21628	61.14121	61.08348	61.04123	61.01155	60.99138	60.97802	60.96935	60.9638
9.474	61.41484	61.30891	61.21686	61.14184	61.08414	61.04191	61.01225	60.99209	60.97873	60.97006	60.96452
9.475	61.41531	61.30944	61.21744	61.14246	61.08479	61.04259	61.01294	60.99279	60.97945	60.97078	60.96524
9.476	61.41578	61.30997	61.21802	61.14308	61.08545	61.04327	61.01364	60.9935	60.98016	60.9715	60.96597
9.477	61.41625	61.3105	61.2186	61.1437	61.0861	61.04394	61.01433	60.9942	60.98087	60.97221	60.96669
9.478	61.41672	61.31103	61.21918	61.14433	61.08675	61.04462	61.01502	60.99491	60.98158	60.97293	60.96741
9.479	61.41719	61.31155	61.21976	61.14495	61.08741	61.0453	61.01572	60.99561	60.98229	60.97365	60.96812
9.48	61.41766	61.31208	61.22034	61.14557	61.08806	61.04597	61.01641	60.99632	60.98301	60.97437	60.96885
9.481	61.41813	61.31261	61.22092	61.14619	61.08871	61.04665	61.0171	60.99702	60.98372	60.97508	60.96956
9.482	61.4186	61.31314	61.2215	61.14681	61.08936	61.04732	61.01779	60.99772	60.98442	60.9758	60.97028
9.483	61.41907	61.31367	61.22208	61.14743	61.09001	61.048	61.01849	60.99842	60.98513	60.97651	60.971
9.484	61.41954	61.31419	61.22265	61.14805	61.09066	61.04867	61.01918	60.99913	60.98584	60.97722	60.97171
9.485	61.42	61.31472	61.22323	61.14867	61.09132	61.04935	61.01987	60.99983	60.98655	60.97794	60.97243
9.486	61.42047	61.31525	61.22381	61.14928	61.09196	61.05002	61.02056	61.00053	60.98726	60.97865	60.97315
9.487	61.42094	61.31577	61.22438	61.1499	61.09262	61.05069	61.02125	61.00123	60.98797	60.97936	60.97387
9.488	61.42141	61.3163	61.22496	61.15052	61.09327	61.05136	61.02193	61.00193	60.98868	60.98008	60.97458
9.489	61.42188	61.31682	61.22554	61.15114	61.09391	61.05204	61.02262	61.00263	60.98938	60.98079	60.9753
9.49	61.42234	61.31735	61.22612	61.15176	61.09457	61.05271	61.02331	61.00333	60.99009	60.9815	60.97601
9.491	61.42281	61.31787	61.22669	61.15237	61.09521	61.05338	61.024	61.00403	60.9908	60.98221	60.97673
9.492	61.42327	61.3184	61.22726	61.15299	61.09586	61.05405	61.02469	61.00473	60.9915	60.98292	60.97744
9.493	61.42374	61.31892	61.22784	61.15361	61.09651	61.05473	61.02538	61.00543	60.99221	60.98363	60.97815
9.494	61.42421	61.31945	61.22842	61.15422	61.09716	61.0554	61.02607	61.00613	60.99292	60.98434	60.97887
9.495	61.42467	61.31997	61.22899	61.15484	61.09781	61.05607	61.02675	61.00682	60.99362	60.98505	60.97958
9.496	61.42514	61.3205	61.22956	61.15545	61.09845	61.05674	61.02744	61.00752	60.99433	60.98576	60.98029
9.497	61.4256	61.32102	61.23014	61.15607	61.0991	61.05741	61.02812	61.00822	60.99503	60.98647	60.981
9.498	61.42607	61.32154	61.23071	61.15668	61.09975	61.05808	61.02881	61.00891	60.99574	60.98718	60.98172
9.499	61.42653	61.32206	61.23129	61.1573	61.10039	61.05875	61.0295	61.00961	60.99644	60.98789	60.98243
9.5	61.42699	61.32259	61.23186	61.15791	61.10104	61.05941	61.03018	61.01031	60.99714	60.9886	60.98314
9.501	61.42746	61.32311	61.23243	61.15852	61.10168	61.06008	61.03086	61.011	60.99784	60.9893	60.98385
9.502	61.42792	61.32363	61.233	61.15914	61.10233	61.06075	61.03155	61.0117	60.99855	60.99001	60.98456
9.503	61.42839	61.32415	61.23357	61.15975	61.10297	61.06142	61.03223	61.01239	60.99925	60.99072	60.98527
9.504	61.42885	61.32467	61.23415	61.16036	61.10361	61.06208	61.03291	61.01308	60.99995	60.99142	60.98598
9.505	61.42931	61.3252	61.23472	61.16098	61.10426	61.06275	61.0336	61.01378	61.00065	60.99213	60.98669
9.506	61.42978	61.32571	61.23529	61.16159	61.1049	61.06342	61.03428	61.01447	61.00135	60.99284	60.9874
9.507	61.43024	61.32624	61.23586	61.1622	61.10555	61.06409	61.03496	61.01517	61.00205	60.99354	60.9881
9.508	61.4307	61.32676	61.23643	61.16281	61.10619	61.06475	61.03564	61.01586	61.00275	60.99425	60.98881
9.509	61.43116	61.32727	61.237	61.16342	61.10683	61.06541	61.03633	61.01655	61.00345	60.99495	60.98952
9.51	61.43162	61.32779	61.23757	61.16403	61.10747	61.06608	61.03701	61.01724	61.00415	60.99566	60.99023
9.511	61.43208	61.32831	61.23814	61.16464	61.10811	61.06675	61.03769	61.01794	61.00485	60.99636	60.99093
9.512	61.43254	61.32883	61.23871	61.16525	61.10876	61.06741	61.03837	61.01863	61.00555	60.99706	60.99164
9.513	61.43301	61.32935	61.23928	61.16586	61.1094	61.06807	61.03905	61.01932	61.00625	60.99776	60.99234
9.514	61.43347	61.32987	61.23985	61.16647	61.11003	61.06874	61.03973	61.02001	61.00695	60.99847	60.99305
9.515	61.43393	61.33039	61.24041	61.16708	61.11068	61.0694	61.04041	61.0207	61.00764	60.99917	60.99376
9.516	61.43439	61.33091	61.24098	61.16769	61.11132	61.07006	61.04108	61.02139	61.00834	60.99987	60.99446
9.517	61.43485	61.33142	61.24155	61.1683	61.11196	61.07072	61.04176	61.02208	61.00904	61.00057	60.99516
9.518	61.43531	61.33194	61.24212	61.1689	61.11259	61.07139	61.04244	61.02277	61.00973	61.00127	60.99587
9.519	61.43577	61.33246	61.24268	61.16951	61.11324	61.07205	61.04312	61.02345	61.01043	61.00197	60.99657
9.52	61.43623	61.33297	61.24325	61.17012	61.11387	61.07271	61.0438	61.02414	61.01112	61.00267	60.99727
9.521	61.43668	61.33349	61.24382	61.17073	61.11451	61.07337	61.04447	61.02483	61.01182	61.00337	60.99798
9.522	61.43714	61.33401	61.24438	61.17133	61.11515	61.07403	61.04515	61.02552	61.01251	61.00407	60.99868
9.523	61.4376	61.33452	61.24495	61.17194	61.11579	61.07469	61.04583	61.0262	61.01321	61.00477	60.99938
9.524	61.43806	61.33504	61.24551	61.17254	61.11642	61.07535	61.0465	61.02689	61.0139	61.00547	61.00008
9.525	61.43852	61.33555	61.24607	61.17315	61.11706	61.07601	61.04718	61.02758	61.0146	61.00617	61.00078
9.526	61.43898	61.33607	61.24664	61.17376	61.11769	61.07667	61.04785	61.02826	61.01529	61.00687	61.00148
9.527	61.43943	61.33658	61.2472	61.17436	61.11833	61.07733	61.04853	61.02895	61.01598	61.00756	61.00219
9.528	61.43989	61.3371	61.24777	61.17496	61.11897	61.07799	61.0492	61.02963	61.01667	61.00826	61.00288
9.529	61.44035	61.33761	61.24833	61.17557	61.1196	61.07864	61.04988	61.03032	61.01736	61.00896	61.00359
9.53	61.4408	61.33812	61.2489	61.17617	61.12024	61.0793	61.05055	61.031	61.01806	61.00965	61.00428
9.531	61.44126	61.33864	61.24946	61.17678	61.12087	61.07996	61.05122	61.03169	61.01875	61.01035	61.00498
9.532	61.44172	61.33915	61.25002	61.17738	61.12151	61.08062	61.0519	61.03237	61.01944	61.01104	61.00568
9.533	61.44217	61.33966	61.25058	61.17798	61.12214	61.08127	61.05257	61.03305	61.02013	61.01174	61.00638
9.534	61.44263	61.34018	61.25115	61.17859	61.12277	61.08193	61.05324	61.03374	61.02082	61.01243	61.00708
9.535	61.44308	61.34069	61.25171	61.17919	61.12341	61.08258	61.05391	61.03442	61.02151	61.01313	61.00777
9.536	61.44354	61.3412	61.25227	61.17979	61.12404	61.08324	61.05458	61.0351	61.0222	61.01382	61.00847
9.537	61.44399	61.34171	61.25283	61.18039	61.12467	61.0839	61.05525	61.03579	61.02289	61.01451	61.00917
9.538	61.44445	61.34222	61.25339	61.18099	61.12531	61.08455	61.05592	61.03646	61.02357	61.01521	61.00986
9.539	61.4449	61.34274	61.25395	61.18159	61.12593	61.08521	61.05659	61.03715	61.02427	61.0159	61.01056
9.54	61.44535	61.34325	61.25451	61.18219	61.12657	61.08586	61.05726	61.03783	61.02495	61.01659	61.01125
9.541	61.44581	61.34376	61.25507	61.18279	61.1272	61.08651	61.05793	61.03851	61.02564	61.01728	61.01195
9.542	61.44626	61.34426	61.25563	61.18339	61.12783	61.08717	61.0586	61.03919	61.02633	61.01798	61.01265
9.543	61.44672	61.34478	61.25619	61.18399	61.12846	61.08782	61.05927	61.03987	61.02701	61.01867	61.01334
9.544	61.44717	61.34529	61.25675	61.18459	61.12909	61.08847	61.05994	61.04055	61.0277	61.01936	61.01403
9.545	61.44762	61.34579	61.25731	61.18519	61.12972	61.08912	61.06061	61.04123	61.02839	61.02005	61.01472
9.546	61.44807	61.34631	61.25787	61.18579	61.13035	61.08978	61.06128	61.0419	61.02907	61.02074	61.01542
9.547	61.44852	61.34681	61.25843	61.18639	61.13098	61.09043	61.06194	61.04258	61.02975	61.02143	61.01611
9.548	61.44898	61.34732	61.25898	61.18699	61.1316	61.09108	61.06261	61.04326	61.03044	61.02212	61.0168
9.549	61.44943	61.34783	61.25954	61.18758	61.13223	61.09173	61.06327	61.04393	61.03112	61.02281	61.01749
9.55	61.44988	61.34834	61.2601	61.18818	61.13286	61.09238	61.06394	61.04461	61.03181	61.0235	61.01819
9.551	61.45033	61.34885	61.26065	61.18877	61.13349	61.09303	61.06461	61.04529	61.03249	61.02419	61.01888
9.552	61.45078	61.34935	61.26121	61.18937	61.13412	61.09368	61.06527	61.04596	61.03318	61.02487	61.01957
9.553	61.45123	61.34986	61.26177	61.18997	61.13474	61.09433	61.06594	61.04664	61.03386	61.02556	61.02026
